i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NXJM01000016:54526..72326,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ST-1552:K061,NXJM01000016,573,Scaffold,-,GIKpnST1552,IME,54526,72326,17800,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,118194
NZ_ACYV01000005:33295..49805,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mimicus,VM573,NZ_ACYV01000005,671076,Scaffold,-,GIVmiVM573,IME,33295,49805,16510,+,yicC,custom: VB,-,-,ref_dataset_proto,-,-,175090
NZ_AFRY01000001:813753..878646,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,HKU QMH11M0907901,NZ_AFRY01000001,1048264,-,-,ICE_SpyHKU_rumA,ICE derivate,813753,878646,64893,+,in rumA,-,-,-,firmidata,-,-,1908100
NZ_AFRY01000001:847728..868607,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,HKU QMH11M0907901,NZ_AFRY01000001,1048264,-,-,ICE_SpyHKU_Tn916,ICE,847728,868607,20879,+,NS,-,-,-,firmidata,-,-,1908100
NZ_CP011419:1054469..1105569,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,NSUI002,NZ_CP011419,1307,-,-,ICE_SsuNSUI002_rplL_2,ICE,1054469,1105569,51100,+,3' rplL,-,-,-,firmidata,-,-,2255345
NZ_CP011419:1105569..1177121,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,NSUI002,NZ_CP011419,1307,-,-,ICE_SsuNSUI002_rplL_1,ICE derivate,1105569,1177121,71552,+,3' rplL,-,-,-,firmidata,-,-,2255345
NZ_CP011419:1132427..1143377,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,NSUI002,NZ_CP011419,1307,-,-,IME_SsuNSUI002_SNF2,IME,1132427,1143377,10950,+,-,-,-,-,firmidata,-,-,2255345
NZ_CP011419:246744..257855,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,NSUI002,NZ_CP011419,1307,-,-,IME_SsuNSUI002_NS,IME,246744,257855,11111,+,NS,-,-,-,firmidata,-,-,2255345
NZ_CP011419:96705..102850,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,NSUI002,NZ_CP011419,1307,-,-,IME_SsuNSUI002_tRNAleu,IME derivate,96705,102850,6145,+,3' tRNAleu,-,-,-,firmidata,-,-,2255345
NZ_CP012430:1719350..1734666,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,ISMMS_VRE_1,NZ_CP012430,1352,-,-,IME_EfmISMMSVRE1_abc,IME derivate,1719350,1734666,15316,+,3' abc,-,-,-,firmidata,-,-,3130373
NZ_CP012430:2171009..2187902,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,ISMMS_VRE_1,NZ_CP012430,1352,-,-,ICE_EfmISMMSVRE1_Tn916,ICE derivate,2171009,2187902,16893,+,-,-,-,-,firmidata,-,-,3130373
NZ_CP012430:2394773..2425394,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,ISMMS_VRE_1,NZ_CP012430,1352,-,-,ICE_EfmISMMSVRE1_guaA,ICE,2394773,2425394,30621,+,3' guaA,-,-,-,firmidata,-,-,3130373
NZ_CP012430:2539659..2604823,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,ISMMS_VRE_1,NZ_CP012430,1352,-,-,ICE_EfmISMMSVRE1_rpsI,ICE,2539659,2604823,65164,+,3' rpsI,-,-,-,firmidata,-,-,3130373
NZ_CP012430:2604774..2620108,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,ISMMS_VRE_1,NZ_CP012430,1352,-,-,IME_EfmISMMSVRE1_rpsI,IME,2604774,2620108,15334,+,3' rpsI,-,-,-,firmidata,-,-,3130373
NZ_CP014144:106859..112098,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,JF,NZ_CP014144,1304,-,-,CIME_SsalJF_rpsI,CIME,106859,112098,5239,+,3' rpsI,-,-,-,firmidata,-,-,2191044
NZ_CP014144:2090001..2096504,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,JF,NZ_CP014144,1304,-,-,IME_SsalJF_tRNAlys,IME,2090001,2096504,6503,+,3' tRNAlys,-,-,-,firmidata,-,-,2191044
NZ_CP014144:48524..66654,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,JF,NZ_CP014144,1304,-,-,IME_SsalJF_ND,IME,48524,66654,18130,+,-,-,-,-,firmidata,-,-,2191044
NZ_CP014144:70603..106907,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,JF,NZ_CP014144,1304,-,-,ICE_SsalJF_rpsI,ICE,70603,106907,36304,+,3' rpsI,-,-,-,firmidata,-,-,2191044
NZ_CP014144:7507..14623,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,JF,NZ_CP014144,1304,-,-,IME_SsalJF_tRNALeu,IME,7507,14623,7116,+,3' tRNAleu,-,-,-,firmidata,-,-,2191044
NZ_CP015283:459085..464204,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,ATCC 25975,NZ_CP015283,1304,-,-,IME_Ssal25975_tRNAlys,IME,459085,464204,5119,+,3' tRNAlys,-,-,-,firmidata,-,-,2199793
NZ_CP015283:482674..492192,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,ATCC 25975,NZ_CP015283,1304,-,-,IME_Ssal25975_rpmG_1,IME,482674,492192,9518,+,3' rpmG,-,-,-,firmidata,-,-,2199793
NZ_CP015283:492178..500422,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,ATCC 25975,NZ_CP015283,1304,-,-,IME_Ssal25975_rpmG_2,IME,492178,500422,8244,+,3' rpmG,-,-,-,firmidata,-,-,2199793
NZ_CP015399:1701747..1712238,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_ND_1,IME,1701747,1712238,10491,+,ND,-,-,-,firmidata,-,-,7225339
NZ_CP015399:1776701..1786458,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_maff2_1,IME,1776701,1786458,9757,+,in maff2 (codon 41 A),-,-,-,firmidata,-,-,7225339
NZ_CP015399:2129487..2139459,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_traG_1,IME derivate,2129487,2139459,9972,+,in traG,-,-,-,firmidata,-,-,7225339
NZ_CP015399:2150614..2168435,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_guaA_2,IME derivate,2150614,2168435,17821,+,3' guaA,-,-,-,firmidata,-,-,7225339
NZ_CP015399:2168436..2193623,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_guaA_1,IME,2168436,2193623,25187,+,3' guaA,-,-,-,firmidata,-,-,7225339
NZ_CP015399:2323404..2339544,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_ND_2,IME,2323404,2339544,16140,+,ND,-,-,-,firmidata,-,-,7225339
NZ_CP015399:3003604..3014650,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_maff2_2,IME,3003604,3014650,11046,+,in maff2 (codon 45-51),-,-,-,firmidata,-,-,7225339
NZ_CP015399:3171611..3179237,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_NS_1,IME,3171611,3179237,7626,+,-,-,-,-,firmidata,-,-,7225339
NZ_CP015399:3777775..3787777,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_ND_3,IME derivate,3777775,3787777,10002,+,ND,-,-,-,firmidata,-,-,7225339
NZ_CP015399:4297788..4304098,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_NS_2,IME,4297788,4304098,6310,+,NS,-,-,-,firmidata,-,-,7225339
NZ_CP015399:4584008..4619597,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_ND_4,IME,4584008,4619597,35589,+,ND,-,-,-,firmidata,-,-,7225339
NZ_CP015399:5101322..5117497,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_NS_3,IME,5101322,5117497,16175,+,NS,-,-,-,firmidata,-,-,7225339
NZ_CP015399:5808048..5928531,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,ICE_LspYL32_ND_1,ICE,5808048,5928531,120483,+,ND,-,-,-,firmidata,-,-,7225339
NZ_CP015399:6107227..6214456,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,ICE_LspYL32_fic,ICE derivate,6107227,6214456,107229,+,in Fic/DOC (codons 152-154 DGN),-,-,-,firmidata,-,-,7225339
NZ_CP015399:6116965..6125110,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_traG_2,IME,6116965,6125110,8145,+,in traG (W 101),-,-,-,firmidata,-,-,7225339
NZ_CP015399:6129713..6142121,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_maff2_3,IME,6129713,6142121,12408,+,in maff2 (codons 45-51),-,-,-,firmidata,-,-,7225339
NZ_CP015399:617965..624166,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_tsf,IME,617965,624166,6201,+,3' tsf,-,-,-,firmidata,-,-,7225339
NZ_CP015399:6342779..6353826,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,IME_LspYL32_maff2_4,IME,6342779,6353826,11047,+,in maff2 (codons 44-51),-,-,-,firmidata,-,-,7225339
NZ_CP015399:922053..1021359,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,YL32,NZ_CP015399,1834196,-,-,ICE_LspYL32_lysS,ICE,922053,1021359,99306,+,3'/in lysS,-,-,-,firmidata,-,-,7225339
NZ_CP020451:1021405..1026525,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,FDAARGOS_259,NZ_CP020451,1304,-,-,IME_SsaFDA259_tRNAlys,IME,1021405,1026525,5120,+,3' tRNAlys,-,-,-,firmidata,-,-,2259318
NZ_CP020451:1792004..1815306,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,FDAARGOS_259,NZ_CP020451,1304,-,-,ICE_SsaFDA259_Tn916,ICE,1792004,1815306,23302,+,NS,-,-,-,firmidata,-,-,2259318
NZ_CP020451:881110..886527,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,FDAARGOS_259,NZ_CP020451,1304,-,-,IME_SsaFDA259_tRNALeu,IME,881110,886527,5417,+,3' tRNAleu,-,-,-,firmidata,-,-,2259318
NZ_CP020451:996265..1004316,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,FDAARGOS_259,NZ_CP020451,1304,-,-,IME_SsaFDA259_rpmG,IME,996265,1004316,8051,+,3' rpmG,-,-,-,firmidata,-,-,2259318
NZ_CP022121:115147..152633,Bacillota,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,DMC,NZ_CP022121,51515,-,-,ICE_DfoDMC_ND,ICE,115147,152633,37486,+,ND,-,-,-,firmidata,-,-,3766545
NZ_CP022121:3183265..3251591,Bacillota,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,DMC,NZ_CP022121,51515,-,-,ICE_DfoDMC_tRNAleu,ICE,3183265,3251591,68326,+,3' tRNAleu,-,-,-,firmidata,-,-,3766545
NZ_CP022121:3419169..3490787,Bacillota,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,DMC,NZ_CP022121,51515,-,-,ICE_DfoDMC_rumA,ICE,3419169,3490787,71618,+,in rumA,-,-,-,firmidata,-,-,3766545
NZ_CP022121:532216..590354,Bacillota,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,DMC,NZ_CP022121,51515,-,-,ICE_DfoDMC_tRNAser_2,ICE derivate,532216,590354,58138,+,3' tRNAser,-,-,-,firmidata,-,-,3766545
NZ_CP022121:590346..691779,Bacillota,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,DMC,NZ_CP022121,51515,-,-,ICE_DfoDMC_tRNAser_1,ICE,590346,691779,101433,+,3' tRNAser,-,-,-,firmidata,-,-,3766545
NZ_CP048437:1174950..1200689,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_3,IME,1174950,1200689,25739,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1189442..1197160,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_4,IME,1189442,1197160,7718,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1318744..1374401,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_NS_2,ICE,1318744,1374401,55657,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1348178..1360778,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_maff2_2,IME,1348178,1360778,12600,+,in maff2 (45-51),-,-,-,firmidata,-,-,3102523
NZ_CP048437:1360786..1369933,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_maff2_3,IME,1360786,1369933,9147,+,in maff2 (codon 41  A),-,-,-,firmidata,-,-,3102523
NZ_CP048437:1376606..1391436,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_groL,IME,1376606,1391436,14830,+,3' groL,-,-,-,firmidata,-,-,3102523
NZ_CP048437:150446..189418,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_NS_1,ICE,150446,189418,38972,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:166733..175384,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_1,IME,166733,175384,8651,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1714225..1757581,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_traG_1*,IME,1714225,1757581,43356,+,-,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1721861..1749525,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_NS_3,ICE,1721861,1749525,27664,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1761411..1808878,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_rumA,ICE derivate,1761411,1808878,47467,+,in rumA,-,-,-,firmidata,-,-,3102523
NZ_CP048437:1765121..1774663,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_maff2_4,IME derivate,1765121,1774663,9542,+,in maff2 (between codons 40-41),-,-,-,firmidata,-,-,3102523
NZ_CP048437:1795203..1808878,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_6,IME,1795203,1808878,13675,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2097189..2116295,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNApro_2,IME,2097189,2116295,19106,+,3' tRNApro ?,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2116290..2193364,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_tRNApro_1,ICE,2116290,2193364,77074,+,3' tRNApro,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2120685..2128501,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_traG_2,IME,2120685,2128501,7816,+,in traG (codons 98-100),-,-,-,firmidata,-,-,3102523
NZ_CP048437:2133004..2143752,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_maff2_5,IME,2133004,2143752,10748,+,in maff2 (45-51),-,-,-,firmidata,-,-,3102523
NZ_CP048437:2151829..2161606,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_topB,IME derivate,2151829,2161606,9777,+,in topB (codon 473),-,-,-,firmidata,-,-,3102523
NZ_CP048437:2560021..2594467,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_tRNAleu,ICE,2560021,2594467,34446,+,3' tRNAleu,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2824532..2841982,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNAval*_2,IME,2824532,2841982,17450,+,3' tRNAile ?,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2952083..3018746,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_7,IME,2952083,3018746,66663,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:2953478..3012338,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_intser,ICE,2953478,3012338,58860,+,GXM22_RS14480,-,-,-,firmidata,-,-,3102523
NZ_CP048437:372763..455173,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,ICE_FprA2-165_rpsI,ICE,372763,455173,82410,+,3' rpsI ,-,-,-,firmidata,-,-,3102523
NZ_CP048437:380481..391796,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_maff2_1,IME,380481,391796,11315,+,in maff2 (45-51),-,-,-,firmidata,-,-,3102523
NZ_CP048437:44720..61533,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNAarg,IME derivate,44720,61533,16813,+,3' tRNAarg,-,-,-,firmidata,-,-,3102523
NZ_CP048437:533495..551164,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNAtyr,IME,533495,551164,17669,+,3' tRNAtyr ?,-,-,-,firmidata,-,-,3102523
NZ_CP048437:539404..547031,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_NS_2,IME,539404,547031,7627,+,NS,-,-,-,firmidata,-,-,3102523
NZ_CP048437:666518..684862,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNAlys_1,IME,666518,684862,18344,+,3' tRNAlys ?,-,-,-,firmidata,-,-,3102523
NZ_CP048437:699930..723123,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii A2-165,JCM 31915,NZ_CP048437,411483,NA,-,IME_FprA2-165_tRNAlys_3,IME derivate,699930,723123,23193,+,3' tRNAlys ?,-,-,-,firmidata,-,-,3102523
NZ_CP051772:5899546..6401363,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium japonicum,R7A,NZ_CP051772,935547,Complete,-,ICEMISym_R7A,ICE,5899546,6401363,501817,+,tRNA-Phe,DOI: 10.1099/mgen.0.000657,DOI: 10.1099/mgen.0.000657,-,ref_dataset_proto,-,-,6530403
NZ_JIDO01000028:7137..34331,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,571-88,NZ_JIDO01000028,666,Scaffold,-,GIVchChn1,IME,7137,34331,27194,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,45882
NZ_JSTD01000060:1..14458,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,2012Env-2,NZ_JSTD01000060,666,Scaffold,-,GIVchHai10,IME,1,14458,14458,+,dusA,custom: RD,-,-,ref_dataset_proto,Coordinates modified to include integrase + insertion site,-,20742
NZ_KB662834:11528..48046,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,EM-1676A,NZ_KB662834,1095649,Scaffold,-,GIVchBan1,IME,11528,48046,36518,-,dusA,custom: RD,-,-,ref_dataset_proto,-,-,55308
NZ_LCUE01000016:7207..30724,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio metoecus,07-2435,NZ_LCUE01000016,1481663,Scaffold,-,GIVmeUSA1,IME,7207,30724,23517,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,42166
NZ_LR793256.1:2161850..2161994,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B50,NZ_LR793256.1,1304,Complete,NZ_LR793256.1,CIME_SsalB50_fda,CIME,2161850,2161994,145,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793256.1:2161975..2187845,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B50,NZ_LR793256.1,1304,Complete,NZ_LR793256.1,ICE_SsalB50_fda,ICE,2161975,2187845,25871,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793256.1:2211558..2216170,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B50,NZ_LR793256.1,1304,Complete,NZ_LR793256.1,dIME_SsalB50_tRNALys,IME derivate,2211558,2216170,4613,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793256.1:572312..609320,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B50,NZ_LR793256.1,1304,Complete,NZ_LR793256.1,MGI_SsalB50_rplL,IME,572312,609320,37009,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793258.1:1676965..1687270,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B63,NZ_LR793258.1,1304,Complete,NZ_LR793258.1,IME_SsalB63_rplL,IME,1676965,1687270,10306,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793258.1:2175426..2180546,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B63,NZ_LR793258.1,1304,Complete,NZ_LR793258.1,IME_SsalB63_tRNALys,IME,2175426,2180546,5121,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
